1,0.068748,0.061811,0.308378
10,0.051320,0.058686,0.063751
20,0.063990,0.061580,0.053197
50,0.063639,0.077573,0.050718
100,0.067908,0.062848,0.069214
200,0.088544,0.077606,0.069533
500,0.089620,0.117808,0.072921
1000,0.119079,0.104497,0.096677
2000,0.123582,0.225862,0.150446
5000,0.289610,0.280938,0.319229
10000,0.554561,0.528475,0.520668
