1,1.400000,1.220000,1.830000
10,1.030000,1.040000,1.010000
20,1.790000,1.580000,0.660000
50,1.020000,1.860000,1.060000
100,1.400000,1.810000,1.650000
200,1.430000,1.860000,1.810000
500,1.990000,1.080000,1.040000
1000,0.670000,1.110000,1.070000
2000,2.200000,2.050000,1.210000
5000,1.880000,1.890000,1.910000
10000,2.370000,2.280000,1.900000
