1,0.000146,0.000145,0.000142
10,0.000248,0.000254,0.000248
20,0.000369,0.000365,0.000371
50,0.000714,0.000693,0.000712
100,0.001365,0.001348,0.001370
200,0.002601,0.002609,0.002606
500,0.006353,0.006413,0.006324
1000,0.012984,0.012849,0.012736
2000,0.026025,0.026154,0.026982
5000,0.068177,0.067898,0.068346
10000,0.136366,0.136011,0.137478
